target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.06484439809361889,0.03470753245405364,0.001,True
raw,2,0.027353494539257693,0.032861952056045765,0.001,True
raw,3,0.025501787936847143,0.032038684507211396,0.001,True
raw,4,0.024737275020754176,0.03171430078859347,0.001,True
raw,5,0.024367274292572922,0.031286307665397126,0.001,True
raw,6,0.02406009333765979,0.03102359252327605,0.001,True
raw,7,0.023802698890449482,0.031019778781869713,0.001,True
raw,8,0.023658365237602102,0.030859216556957114,0.001,True
raw,9,0.023495712734528884,0.030905785697431114,0.001,False
raw,10,0.023416813196406448,0.03081426493955864,0.001,True
raw,11,0.023304964965112248,0.030762357094878616,0.001,True
raw,12,0.023218918548156952,0.031057468205237998,0.001,False
raw,13,0.023128108413768146,0.03083382188412222,0.001,False
raw,14,0.023043725747110593,0.030840226788458956,0.001,False
raw,15,0.02295139947305016,0.03108947799280512,0.001,False
raw,16,0.022827134976296053,0.031141425686274718,0.001,False
raw,17,0.0227257742074156,0.03112471387371097,0.0005,False
raw,18,0.022426511780108495,0.030977091735645727,0.0005,False
raw,19,0.022305971731345336,0.031493915733526244,0.0005,False
raw,20,0.022161115535525636,0.03132055871692764,0.0005,False
raw,21,0.022073307779694823,0.031303567412044576,0.0005,False
raw,22,0.022010371363322668,0.031280603039718934,0.0005,False
raw,23,0.02191614375783362,0.031317675055595844,0.00025,False
raw,24,0.021656582422233558,0.0316946030345044,0.00025,False
raw,25,0.021568754419492592,0.03184407941075901,0.00025,False
raw,26,0.02149947034330084,0.03158565729333388,0.00025,False
