champion_name,count,mean,median,std,q25,q75
AurelionSol,127,0.5912032534862285,0.58,0.22102406655070347,0.45308241389677273,0.7619067465485803
Nunu,44,0.5628984853715328,0.5701518211053773,0.17101291600397384,0.43708333333333327,0.7112499999999999
Twitch,103,0.5446171971957661,0.5249186991869919,0.2157466192054431,0.38695462265682556,0.7047598870056496
Shaco,1272,0.4749960916725815,0.4772925201307914,0.21173385378357046,0.3216628010873487,0.6336346533756494
Elise,4612,0.47421264519908,0.475,0.18677847831107508,0.3450246343569166,0.6
Briar,33,0.45997538254890935,0.4828287841191067,0.14420952298014544,0.32469163658243083,0.5610097179426403
Jax,191,0.45496304933024523,0.475,0.2182573597578891,0.276909138169802,0.615
Akshan,34,0.4539565852234104,0.46595339704922967,0.14879812344919935,0.3622068230277185,0.5490549828178695
Leblanc,713,0.4507239376648714,0.45897719339073767,0.18147051435452846,0.31864831630722656,0.58
Camille,444,0.44467390838316206,0.43287081502633923,0.17706938448380036,0.30721532725882267,0.5624601715686274
Rammus,97,0.43955527181748333,0.43514698909435745,0.19913192288727696,0.2979362433060523,0.58
Singed,103,0.42767617865396795,0.41157760814249356,0.1968798392189037,0.2802496176343533,0.5666607462789126
Sylas,1161,0.4248146871930641,0.4178761168799806,0.17993339454032922,0.2956245249556625,0.5449999999999999
XinZhao,67,0.4232135562500725,0.41666666666666663,0.19506560278851026,0.26832992975547454,0.6008974358974358
Pyke,10195,0.4225411184007791,0.42058423913043474,0.17709609817654312,0.29936511906136,0.5443811634678877
Bard,19960,0.42020123273631543,0.4167045024593265,0.17442514100250542,0.2961836052306344,0.5380299509088546
Vi,43,0.41912912708325084,0.4002032520325203,0.15948260452410212,0.3,0.5509146341463415
Poppy,3025,0.4177702782564008,0.41870767104353834,0.17834584087391034,0.29,0.5420375946710466
Pantheon,3430,0.412460364848297,0.4041822980837426,0.18327793778634377,0.2800118163403106,0.534751125141048
MasterYi,25,0.41018600180570025,0.38824738415545584,0.23490165131959814,0.20925880923450788,0.5452904564315352
Qiyana,122,0.4090290260045786,0.40654090054779213,0.18239507217325915,0.2876585308742373,0.5096934885191088
Fiora,53,0.3981346560732694,0.4103936039360393,0.18268517504335682,0.2693127537616431,0.5145192733717323
Nidalee,866,0.3919253811082265,0.38505047933452696,0.19808062675027235,0.23572345635406092,0.5333333333333333
Kennen,54,0.3890406244241679,0.34836963678626953,0.1802628644369632,0.2819610000439107,0.5108407674269854
TwistedFate,151,0.38683458672130144,0.38749999999999996,0.18766367180991314,0.2297785323027602,0.5085781117336878
Ekko,136,0.38229493729429065,0.3671116946034682,0.1743897062253949,0.27158447986599243,0.49551028421210114
Alistar,12711,0.3810889428093935,0.3739878542510121,0.17670485576156722,0.2520831774230379,0.5006607093288683
Quinn,39,0.376818605340752,0.3716562173458725,0.14452816399020035,0.30096238988155893,0.45440031069481734
RekSai,80,0.37494313372297067,0.3440220127170342,0.18459267725344294,0.24420506421254845,0.44999999999999996
