n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337094,0,0.32190091117547,0.18119208604911546,0.0,0.0,0.052337979852879836,0.18317932656845126,0.30698856839405864,0.44414111453926003,0.6451511392595878,0.78,1.0,0.0,0.0,0.019668104445644242,0.0003708164488243635,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\label_weights_weight_triplet_0p35-0p35-0p30\support_scores.parquet,support_roam_score_v2,337094,168564,337094,cfg_001_s5p0_m12_far2500_w0p35-0p35-0p3,m12
