side,n,mean,median,std,q25,q75
blue,6425,0.4076066950775122,0.5555555555555556,0.22300147079417684,0.2222222222222222,0.5714285714285714
red,7761,0.4079392689945454,0.5,0.20353711632508642,0.2222222222222222,0.5555555555555556
