champion_a_id,champion_a_name,champion_a_archetype,champion_a_mean_roam,champion_b_id,champion_b_name,champion_b_archetype,champion_b_mean_roam,cosine_distance,roam_score_abs_diff,same_support_archetype
1,Annie,mage_support,0.3818310608441963,9,Fiddlesticks,mage_support,0.3980607451488379,1.1124180555343628,0.016229684304641556,True
1,Annie,mage_support,0.3818310608441963,10,Kayle,enchanter,0.25767113160686417,1.2507413625717163,0.12415992923733216,False
1,Annie,mage_support,0.3818310608441963,12,Alistar,engage_tank,0.4495254201712283,0.9567515850067139,0.067694359327032,False
1,Annie,mage_support,0.3818310608441963,16,Soraka,enchanter,0.32284842293502336,1.1490164995193481,0.058982637909172964,False
1,Annie,mage_support,0.3818310608441963,25,Morgana,catcher,0.36457351016554607,1.2600288391113281,0.017257550678650257,False
1,Annie,mage_support,0.3818310608441963,26,Zilean,enchanter,0.36186119979026254,0.9474281668663025,0.01996986105393378,False
1,Annie,mage_support,0.3818310608441963,32,Amumu,engage_tank,0.4081023865030098,0.8592963218688965,0.02627132565881346,False
1,Annie,mage_support,0.3818310608441963,37,Sona,enchanter,0.3324825509513441,0.9467447400093079,0.04934850989285222,False
1,Annie,mage_support,0.3818310608441963,40,Janna,enchanter,0.4354192770043923,1.1710412502288818,0.05358821616019599,False
1,Annie,mage_support,0.3818310608441963,43,Karma,enchanter,0.3878484888260769,0.891593337059021,0.0060174279818805965,False
1,Annie,mage_support,0.3818310608441963,44,Taric,warden,0.3253806119763538,1.0412529706954956,0.056450448867842506,False
1,Annie,mage_support,0.3818310608441963,50,Swain,mage_support,0.3324987376953444,0.9618317484855652,0.04933232314885194,True
1,Annie,mage_support,0.3818310608441963,53,Blitzcrank,hook,0.4358646914593439,0.854334831237793,0.0540336306151476,False
1,Annie,mage_support,0.3818310608441963,57,Maokai,engage_tank,0.4205701487439526,0.6344437599182129,0.038739087899756275,False
1,Annie,mage_support,0.3818310608441963,63,Brand,mage_support,0.37661736275433433,0.8898458480834961,0.0052136980898619956,True
1,Annie,mage_support,0.3818310608441963,74,Heimerdinger,mage_support,0.3432014495671928,0.7684385180473328,0.03862961127700354,True
1,Annie,mage_support,0.3818310608441963,80,Pantheon,engage_tank,0.47766223340173725,0.7803625464439392,0.09583117255754092,False
1,Annie,mage_support,0.3818310608441963,89,Leona,engage_tank,0.4148578072167422,0.8083562254905701,0.03302674637254588,False
1,Annie,mage_support,0.3818310608441963,99,Lux,mage_support,0.3580099708875325,1.2360131740570068,0.02382108995666382,True
1,Annie,mage_support,0.3818310608441963,101,Xerath,mage_support,0.2906263646499943,0.924159586429596,0.09120469619420202,True
1,Annie,mage_support,0.3818310608441963,111,Nautilus,engage_tank,0.41624361816366756,0.6035853028297424,0.03441255731947124,False
1,Annie,mage_support,0.3818310608441963,117,Lulu,enchanter,0.32163356043457425,0.8432706594467163,0.06019750040962207,False
1,Annie,mage_support,0.3818310608441963,143,Zyra,mage_support,0.3044209958886175,0.7378303408622742,0.07741006495557884,True
1,Annie,mage_support,0.3818310608441963,147,Seraphine,enchanter,0.31371575056098083,1.2274574041366577,0.06811531028321549,False
1,Annie,mage_support,0.3818310608441963,161,Vel'Koz,mage_support,0.3322195941856475,1.2557045221328735,0.04961146665854882,True
1,Annie,mage_support,0.3818310608441963,201,Braum,warden,0.3586068490218303,1.4700744152069092,0.023224211822366003,False
1,Annie,mage_support,0.3818310608441963,223,Tahm Kench,warden,0.361605531803826,0.8149545192718506,0.020225529040370338,False
1,Annie,mage_support,0.3818310608441963,235,Senna,enchanter,0.3065584763623527,1.3668893575668335,0.0752725844818436,False
1,Annie,mage_support,0.3818310608441963,267,Nami,enchanter,0.34688656312512534,1.3039608001708984,0.03494449771907099,False
1,Annie,mage_support,0.3818310608441963,350,Yuumi,enchanter,0.15100188963925057,1.042798638343811,0.23082917120494575,False
1,Annie,mage_support,0.3818310608441963,412,Thresh,hook,0.3784007194170489,1.280714988708496,0.003430341427147432,False
1,Annie,mage_support,0.3818310608441963,427,Ivern,enchanter,0.3840753113494868,1.0876938104629517,0.0022442505052904793,False
1,Annie,mage_support,0.3818310608441963,432,Bard,roamer,0.50600255496554,1.16175377368927,0.1241714941213437,False
1,Annie,mage_support,0.3818310608441963,497,Rakan,engage_tank,0.41947699137498845,0.9757509231567383,0.03764593053079213,False
1,Annie,mage_support,0.3818310608441963,518,Neeko,mage_support,0.40898110252189884,0.8335699439048767,0.02715004167770252,True
1,Annie,mage_support,0.3818310608441963,526,Rell,engage_tank,0.43924832137001174,0.976034939289093,0.05741726052581542,False
1,Annie,mage_support,0.3818310608441963,555,Pyke,roamer,0.48992491705204544,0.8584866523742676,0.10809385620784911,False
1,Annie,mage_support,0.3818310608441963,888,Renata Glasc,enchanter,0.34670721811651767,0.6905108690261841,0.035123842727678656,False
1,Annie,mage_support,0.3818310608441963,902,Milio,enchanter,0.2948014635986576,0.9910454154014587,0.08702959724553871,False
9,Fiddlesticks,mage_support,0.3980607451488379,10,Kayle,enchanter,0.25767113160686417,0.9259527921676636,0.1403896135419737,False
9,Fiddlesticks,mage_support,0.3980607451488379,12,Alistar,engage_tank,0.4495254201712283,1.0088529586791992,0.05146467502239044,False
9,Fiddlesticks,mage_support,0.3980607451488379,16,Soraka,enchanter,0.32284842293502336,0.7870078086853027,0.07521232221381452,False
9,Fiddlesticks,mage_support,0.3980607451488379,25,Morgana,catcher,0.36457351016554607,0.8937274813652039,0.033487234983291814,False
9,Fiddlesticks,mage_support,0.3980607451488379,26,Zilean,enchanter,0.36186119979026254,0.9539674520492554,0.036199545358575336,False
9,Fiddlesticks,mage_support,0.3980607451488379,32,Amumu,engage_tank,0.4081023865030098,0.9109545350074768,0.010041641354171904,False
9,Fiddlesticks,mage_support,0.3980607451488379,37,Sona,enchanter,0.3324825509513441,1.071526050567627,0.06557819419749378,False
9,Fiddlesticks,mage_support,0.3980607451488379,40,Janna,enchanter,0.4354192770043923,0.834342360496521,0.03735853185555443,False
9,Fiddlesticks,mage_support,0.3980607451488379,43,Karma,enchanter,0.3878484888260769,0.8887807726860046,0.01021225632276096,False
9,Fiddlesticks,mage_support,0.3980607451488379,44,Taric,warden,0.3253806119763538,0.6982953548431396,0.07268013317248406,False
9,Fiddlesticks,mage_support,0.3980607451488379,50,Swain,mage_support,0.3324987376953444,0.9265791177749634,0.0655620074534935,True
9,Fiddlesticks,mage_support,0.3980607451488379,53,Blitzcrank,hook,0.4358646914593439,0.7963892221450806,0.03780394631050604,False
9,Fiddlesticks,mage_support,0.3980607451488379,57,Maokai,engage_tank,0.4205701487439526,1.466223955154419,0.02250940359511472,False
9,Fiddlesticks,mage_support,0.3980607451488379,63,Brand,mage_support,0.37661736275433433,0.9523793458938599,0.021443382394503552,True
9,Fiddlesticks,mage_support,0.3980607451488379,74,Heimerdinger,mage_support,0.3432014495671928,0.5152298808097839,0.054859295581645096,True
9,Fiddlesticks,mage_support,0.3980607451488379,80,Pantheon,engage_tank,0.47766223340173725,0.8758965134620667,0.07960148825289937,False
9,Fiddlesticks,mage_support,0.3980607451488379,89,Leona,engage_tank,0.4148578072167422,0.9672628045082092,0.016797062067904323,False
9,Fiddlesticks,mage_support,0.3980607451488379,99,Lux,mage_support,0.3580099708875325,1.0405880212783813,0.04005077426130538,True
9,Fiddlesticks,mage_support,0.3980607451488379,101,Xerath,mage_support,0.2906263646499943,0.8100734353065491,0.10743438049884357,True
9,Fiddlesticks,mage_support,0.3980607451488379,111,Nautilus,engage_tank,0.41624361816366756,0.7103981971740723,0.01818287301482968,False
9,Fiddlesticks,mage_support,0.3980607451488379,117,Lulu,enchanter,0.32163356043457425,1.3092701435089111,0.07642718471426363,False
9,Fiddlesticks,mage_support,0.3980607451488379,143,Zyra,mage_support,0.3044209958886175,1.250750184059143,0.0936397492602204,True
9,Fiddlesticks,mage_support,0.3980607451488379,147,Seraphine,enchanter,0.31371575056098083,0.9794461727142334,0.08434499458785705,False
9,Fiddlesticks,mage_support,0.3980607451488379,161,Vel'Koz,mage_support,0.3322195941856475,0.8221524953842163,0.06584115096319038,True
9,Fiddlesticks,mage_support,0.3980607451488379,201,Braum,warden,0.3586068490218303,0.79483562707901,0.03945389612700756,False
9,Fiddlesticks,mage_support,0.3980607451488379,223,Tahm Kench,warden,0.361605531803826,1.6580361127853394,0.036455213345011894,False
9,Fiddlesticks,mage_support,0.3980607451488379,235,Senna,enchanter,0.3065584763623527,1.6612129211425781,0.09150226878648515,False
9,Fiddlesticks,mage_support,0.3980607451488379,267,Nami,enchanter,0.34688656312512534,1.183230996131897,0.051174182023712544,False
9,Fiddlesticks,mage_support,0.3980607451488379,350,Yuumi,enchanter,0.15100188963925057,1.1481767892837524,0.2470588555095873,False
9,Fiddlesticks,mage_support,0.3980607451488379,412,Thresh,hook,0.3784007194170489,1.0119960308074951,0.019660025731788988,False
9,Fiddlesticks,mage_support,0.3980607451488379,427,Ivern,enchanter,0.3840753113494868,0.3983902931213379,0.013985433799351077,False
9,Fiddlesticks,mage_support,0.3980607451488379,432,Bard,roamer,0.50600255496554,1.2735199928283691,0.10794180981670215,False
9,Fiddlesticks,mage_support,0.3980607451488379,497,Rakan,engage_tank,0.41947699137498845,1.354259967803955,0.02141624622615057,False
9,Fiddlesticks,mage_support,0.3980607451488379,518,Neeko,mage_support,0.40898110252189884,0.4185977578163147,0.010920357373060963,True
9,Fiddlesticks,mage_support,0.3980607451488379,526,Rell,engage_tank,0.43924832137001174,1.1957714557647705,0.04118757622117386,False
9,Fiddlesticks,mage_support,0.3980607451488379,555,Pyke,roamer,0.48992491705204544,0.9180529713630676,0.09186417190320756,False
9,Fiddlesticks,mage_support,0.3980607451488379,888,Renata Glasc,enchanter,0.34670721811651767,1.0645911693572998,0.05135352703232021,False
9,Fiddlesticks,mage_support,0.3980607451488379,902,Milio,enchanter,0.2948014635986576,1.048177719116211,0.10325928155018027,False
10,Kayle,enchanter,0.25767113160686417,12,Alistar,engage_tank,0.4495254201712283,1.1685048341751099,0.19185428856436415,False
10,Kayle,enchanter,0.25767113160686417,16,Soraka,enchanter,0.32284842293502336,0.8980157375335693,0.06517729132815919,True
10,Kayle,enchanter,0.25767113160686417,25,Morgana,catcher,0.36457351016554607,0.511803925037384,0.1069023785586819,False
10,Kayle,enchanter,0.25767113160686417,26,Zilean,enchanter,0.36186119979026254,0.9777888059616089,0.10419006818339838,True
10,Kayle,enchanter,0.25767113160686417,32,Amumu,engage_tank,0.4081023865030098,1.029819369316101,0.15043125489614562,False
10,Kayle,enchanter,0.25767113160686417,37,Sona,enchanter,0.3324825509513441,1.0396522283554077,0.07481141934447993,True
10,Kayle,enchanter,0.25767113160686417,40,Janna,enchanter,0.4354192770043923,1.3350155353546143,0.17774814539752815,True
