metric,q,value
support_roam_score,0.01,0.07692307692307693
support_roam_score,0.05,0.15384615384615385
support_roam_score,0.1,0.16666666666666666
support_roam_score,0.25,0.2727272727272727
support_roam_score,0.33,0.3076923076923077
support_roam_score,0.5,0.38461538461538464
support_roam_score,0.66,0.46153846153846156
support_roam_score,0.75,0.5
support_roam_score,0.9,0.6153846153846154
support_roam_score,0.95,0.6666666666666666
support_roam_score,0.99,0.7692307692307693
