side,n,mean,median,std,q25,q75
blue,14775,0.4037683814587368,0.38461538461538464,0.15991420021884675,0.3076923076923077,0.5
red,14775,0.37224875707109206,0.38461538461538464,0.1591345323542633,0.25,0.46153846153846156
