n,missing,mean,std,min,q01,q05,q25,median,q75,q95,q99,max,share_lt_0,share_gt_1,share_eq_0,share_eq_1,support_scores_path,score_col,rows,unique_matches,unique_match_team_keys,config_id,window_tag
337120,0,0.29924337358994507,0.15958768198986817,0.0,0.006307652046828076,0.062447435558633094,0.17953631916752222,0.28536397500042987,0.4027204586974541,0.5833333333333333,0.7166666666666668,1.0,0.0,0.0,0.008169197911722829,0.00011568580920740389,C:\Users\adria\Desktop\TFG\ProgresoActual\OAT\support_oat_full_m12\scores\time_window_start_max_s4_m14\support_scores.parquet,support_roam_score_v2,337120,168564,337120,cfg_001_s4p0_m14_far2500_w0p45-0p35-0p2,m14
