ally_utility_champion_name,ally_bottom_champion_name,n,mean_abs_error,median_abs_error,p90_abs_error,mean_signed_error,mean_prediction,mean_actual
Rammus,Aphelios,2,0.20525467319653615,0.20525467319653615,0.27438897684670666,-0.20525467319653615,0.43494349336031235,0.6401981665568485
Trundle,Vayne,2,0.20521247075924667,0.20521247075924667,0.24523157834251152,-0.05002388447908104,0.424009716820371,0.47403360129945205
Xerath,Corki,5,0.2051752678787126,0.1613197786853526,0.31276339803481396,-0.02219197217835182,0.31823001156850583,0.3404219837468576
Pantheon,Zyra,3,0.20508096670895823,0.2046796368318614,0.22834356806049472,-0.08754515842405142,0.5197440815289973,0.6072892399530487
Amumu,Draven,3,0.20501412381409648,0.12130151664276795,0.3597101622727744,0.07452742530608752,0.4072926313643575,0.33276520605827004
Rammus,Draven,2,0.20484483005374404,0.20484483005374404,0.3231676759670253,-0.14790355739160155,0.44459881779772703,0.5925023751893286
Ashe,Veigar,1,0.20465058964014649,0.20465058964014649,0.20465058964014649,0.20465058964014649,0.35755089409993396,0.15290030445978747
Alistar,Xerath,2,0.20453916283994547,0.20453916283994547,0.2988613764905188,-0.11790276706321665,0.5122179809270613,0.6301207479902778
MissFortune,Zeri,1,0.20446954812100276,0.20446954812100276,0.20446954812100276,0.20446954812100276,0.30869230295247174,0.10422275483146899
Shen,Draven,3,0.20446772214889922,0.183198844397323,0.290778644368224,0.12944723702328229,0.3388395671086533,0.20939233008537106
Braum,AurelionSol,6,0.2044363484735001,0.17772505828815777,0.33608401431388213,-0.013115125144101444,0.40149347429197607,0.41460859943607753
Ekko,Ashe,2,0.20439777108345228,0.20439777108345228,0.3097508709897642,-0.13169137488288993,0.48961810809949413,0.6213094829823841
Brand,Yunara,11,0.2042501497157274,0.22186870981896162,0.26479546638444834,0.006693105872151086,0.3648988061228147,0.3582057002506636
Nautilus,Malzahar,2,0.20420997862008874,0.20420997862008874,0.25235181037138227,-0.20420997862008874,0.4957523840832673,0.699962362703356
Lulu,Veigar,4,0.20415906943650264,0.18781822816403992,0.3576524559626075,-0.19237314780480974,0.3795012932336427,0.5718744410384524
KogMaw,Yunara,1,0.2041163861431265,0.2041163861431265,0.2041163861431265,-0.2041163861431265,0.28060105843830074,0.48471744458142724
Janna,Neeko,1,0.2040170424969508,0.2040170424969508,0.2040170424969508,-0.2040170424969508,0.4771640521735753,0.6811810946705261
Neeko,Brand,4,0.20396573662643042,0.18457878046766457,0.36291626513686065,0.10892466783228247,0.46096396777787285,0.3520392999455904
Zyra,Elise,1,0.2039347570173341,0.2039347570173341,0.2039347570173341,0.2039347570173341,0.2813409292066526,0.07740617218931851
Ashe,Mel,3,0.20388396249574967,0.1642802358822824,0.2807125802887958,0.0026631484311997653,0.38758656828290244,0.3849234198517027
Yuumi,Corki,11,0.2038147223055014,0.10655354324544006,0.5621851209395313,-0.06293213451146631,0.18803896204970857,0.2509710965611749
Pantheon,Mel,11,0.20379155156716874,0.187738098454729,0.29237616309034775,-0.039376661588823594,0.5287406448757084,0.5681173064645321
Heimerdinger,Ashe,4,0.20363634268622333,0.20350833631078943,0.2146710714637683,0.20363634268622333,0.318598453436189,0.11496211074996564
LeeSin,KogMaw,1,0.2035873474474834,0.2035873474474834,0.2035873474474834,-0.2035873474474834,0.5272729728928706,0.730860320340354
Morgana,Senna,4,0.2032776675811333,0.21610040667898564,0.36400719968728507,0.16062217267184975,0.35120992825766056,0.19058775558581081
Taliyah,Mel,1,0.20320880046871975,0.20320880046871975,0.20320880046871975,0.20320880046871975,0.5655646994675433,0.36235589899882353
Syndra,Jhin,1,0.2031753434814412,0.2031753434814412,0.2031753434814412,0.2031753434814412,0.39517801168705474,0.19200266820561354
Morgana,Smolder,8,0.2031090939375374,0.20105326752371955,0.31366513648919,-0.03866190084704247,0.370992279765782,0.40965418061282444
Lux,Jinx,8,0.20303170112120786,0.14956818215631718,0.45132737541529594,-0.15173752882600988,0.34069432607679484,0.4924318549028047
Rakan,Qiyana,3,0.20301786032096678,0.2132555156187913,0.23555960652506858,-0.20301786032096678,0.44121397426837916,0.644231834589346
Lissandra,Jhin,2,0.202880417602822,0.202880417602822,0.21008386739797513,0.202880417602822,0.4371213372310353,0.23424091962821336
Zoe,Corki,11,0.20278413724746383,0.1947797643929003,0.397562978566448,-0.06077906090869017,0.4415685246670993,0.5023475855757894
Sona,Zilean,4,0.20256943141868328,0.18071994621153264,0.3276833943888551,-0.20256943141868328,0.3876903308048459,0.5902597622235292
Sona,KogMaw,17,0.20251062499451414,0.1620000032873764,0.3820507743797116,-0.049878097379015995,0.3111422426209447,0.36102033999996075
Zeri,Lulu,1,0.20222801456944564,0.20222801456944564,0.20222801456944564,0.20222801456944564,0.41875357233943766,0.21652555776999202
Gwen,Ziggs,1,0.20217277100375747,0.20217277100375747,0.20217277100375747,-0.20217277100375747,0.4490639304985565,0.6512367015023139
Galio,Seraphine,1,0.20212884243882906,0.20212884243882906,0.20212884243882906,-0.20212884243882906,0.45171742731271497,0.653846269751544
TahmKench,Kaisa,19,0.20205654744258075,0.23001354951042255,0.373890392182918,0.033195365999541315,0.3549638057116371,0.3217684397120958
Leblanc,Tristana,7,0.20190777551317643,0.20234772744381196,0.3329679813864902,0.06941988068588803,0.5057546168985751,0.43633473621268715
Jax,Ziggs,2,0.201795471472536,0.201795471472536,0.240730983886364,0.201795471472536,0.5497919852130976,0.3479965137405616
Senna,Rengar,3,0.20177178799573728,0.1671824260493705,0.2724800770480731,-0.10888615590234223,0.30855256769319434,0.4174387235955366
Ekko,Cassiopeia,1,0.2015987111372124,0.2015987111372124,0.2015987111372124,-0.2015987111372124,0.5292616092031416,0.730860320340354
Elise,Rengar,1,0.20150462059627383,0.20150462059627383,0.20150462059627383,-0.20150462059627383,0.530742970527093,0.7322475911233668
Senna,Twitch,12,0.2014390188355564,0.18964324817283543,0.41100936387353604,-0.1330447242937468,0.29588959897016726,0.428934323263914
Leblanc,Xayah,1,0.20137949329802107,0.20137949329802107,0.20137949329802107,0.20137949329802107,0.5094887481466759,0.3081092548486548
Nautilus,Sylas,2,0.20132617232447203,0.20132617232447203,0.23461219661103938,0.20132617232447203,0.4124902240082442,0.2111640516837722
Soraka,Vladimir,4,0.20130909323885432,0.20347151522013912,0.3082957647999219,-0.08613458202086433,0.34041840101650445,0.42655298303736877
Singed,Sivir,1,0.20100079284252464,0.20100079284252464,0.20100079284252464,0.20100079284252464,0.5633566918413482,0.36235589899882353
Gragas,Mel,2,0.20084344844947186,0.20084344844947186,0.28017581610424724,-0.0991654595684692,0.48322086884924587,0.5823863284177151
Leona,Zed,2,0.20068575583002088,0.20068575583002088,0.3339462053761686,-0.20068575583002088,0.4502659947863352,0.6509517506163561
Shaco,Anivia,1,0.20062222415079856,0.20062222415079856,0.20062222415079856,-0.20062222415079856,0.5687594501416621,0.7693816742924606
XinZhao,MissFortune,1,0.20002923482820772,0.20002923482820772,0.20002923482820772,0.20002923482820772,0.4838952479529154,0.28386601312470766
Senna,Xerath,10,0.19997655323754698,0.15712703318602503,0.4872072937965083,-0.057668711486792604,0.3294683254631562,0.3871370369499488
Blitzcrank,Nilah,11,0.19996516008319468,0.14822383956989926,0.4534726614440466,-0.07090952127105035,0.3829164550072264,0.4538259762782768
Teemo,Hwei,1,0.19993687090275608,0.19993687090275608,0.19993687090275608,-0.19993687090275608,0.47477192091113446,0.6747087918138905
Taric,Senna,7,0.1997639170998795,0.21427839758081815,0.29772553180958544,0.03565798214330073,0.3276212408968603,0.29196325875355955
Hwei,Aphelios,3,0.19957227168655192,0.14961107774762764,0.28756675137047427,0.11487222666265713,0.3113559766933543,0.19648375003069718
Bard,Kindred,2,0.19942901366058713,0.19942901366058713,0.2778133944303488,-0.09798047596220211,0.5337769038867931,0.6317573798489953
Galio,Corki,6,0.19934792810939092,0.2127523039880757,0.30787925469447464,0.007958290201742005,0.43403814194497753,0.42607985174323554
Kindred,Yunara,1,0.19924031161847539,0.19924031161847539,0.19924031161847539,0.19924031161847539,0.33188403040999515,0.13264371879151976
Renata,Senna,3,0.19922681579399912,0.19088396264168425,0.33561057078887446,0.1758906411842384,0.35726687976043064,0.1813762385761923
Pantheon,Ziggs,8,0.19886940527373595,0.19248896404934282,0.3418691942081019,0.007152530436148663,0.5305434354275541,0.5233909049914055
Janna,Talon,1,0.19878344251160063,0.19878344251160063,0.19878344251160063,0.19878344251160063,0.4887175800829524,0.2899341375713518
Neeko,Karthus,5,0.1983970010923319,0.21479296280123444,0.2951303543607321,-0.1983970010923319,0.4288384396068693,0.6272354406992011
LeeSin,Taric,1,0.1983403834448968,0.1983403834448968,0.1983403834448968,0.1983403834448968,0.45995415183566274,0.26161376839076594
Nautilus,Soraka,2,0.1982846323050402,0.1982846323050402,0.29992330036033177,0.12704833506911442,0.40095894690502737,0.273910611835913
Trundle,Smolder,3,0.19826727828219734,0.16850758604503213,0.3664738768190548,0.19826727828219734,0.4338060056235486,0.2355387273413513
Leblanc,AurelionSol,3,0.19823788811557783,0.19556568759198956,0.2670614839257328,0.19823788811557783,0.5410494577115424,0.3428115695959646
Varus,Yunara,1,0.1981601676837592,0.1981601676837592,0.1981601676837592,0.1981601676837592,0.3605204952041532,0.162360327520394
Trundle,MissFortune,1,0.19797609601435948,0.19797609601435948,0.19797609601435948,0.19797609601435948,0.4134806392455578,0.2155045432311983
Lissandra,Corki,2,0.19767426089500906,0.19767426089500906,0.2156337071143834,0.02244930777421794,0.47999585785961774,0.4575465500853998
Taric,Ekko,1,0.19760809400441084,0.19760809400441084,0.19760809400441084,0.19760809400441084,0.4123210999716076,0.21471300596719675
Ivern,Rengar,3,0.19760388753693184,0.1838692933049082,0.2700016771997039,-0.003247372087996636,0.3593837770947233,0.36263114918271994
Zaahen,Nilah,2,0.19759619446771132,0.19759619446771132,0.21002700115571918,0.19759619446771132,0.32852180290559174,0.1309256084378804
FiddleSticks,Tristana,4,0.1975173076661465,0.20086185723375333,0.29038455269535457,0.04538613324016112,0.3831630162770431,0.33777688303688197
Lulu,Viktor,1,0.19748903743541668,0.19748903743541668,0.19748903743541668,-0.19748903743541668,0.4112086895618876,0.6086977269973043
Orianna,Varus,1,0.1974531869624034,0.1974531869624034,0.1974531869624034,0.1974531869624034,0.37740998765907263,0.17995680069666922
Nami,Quinn,1,0.19740649657677267,0.19740649657677267,0.19740649657677267,0.19740649657677267,0.4124254900956916,0.21501899351891895
Maokai,Twitch,6,0.1973538719604766,0.23026903116284664,0.25624422716182893,0.09380503890925383,0.4022897060741067,0.3084846671648529
Poppy,Smolder,8,0.19733319601430965,0.20014918188268938,0.3387508540231004,-0.02905000613197426,0.4799778135491231,0.5090278196810974
Xerath,Akshan,1,0.19732734692065668,0.19732734692065668,0.19732734692065668,-0.19732734692065668,0.334549510863995,0.5318768577846517
Hwei,Corki,1,0.19729121631706048,0.19729121631706048,0.19729121631706048,-0.19729121631706048,0.33147839215271446,0.5287696084697749
Elise,Zoe,1,0.19705141683430394,0.19705141683430394,0.19705141683430394,0.19705141683430394,0.4961211730785481,0.29906975624424414
Lulu,Renata,1,0.19697227577890378,0.19697227577890378,0.19697227577890378,0.19697227577890378,0.33306143470588123,0.13608915892697745
Zilean,Velkoz,5,0.19690976682566624,0.20701348210682413,0.309042135384476,-0.19690976682566624,0.41076772214953844,0.6076774889752047
Soraka,Ziggs,9,0.19670461712613138,0.1365397343019657,0.3991551388695479,-0.0275488860821599,0.38562279521819903,0.4131716813003589
Fiora,Ziggs,2,0.19659940737491613,0.19659940737491613,0.229921400620834,0.19659940737491613,0.5198172629879376,0.3232178556130215
Shaco,Rengar,1,0.19654745562068443,0.19654745562068443,0.19654745562068443,-0.19654745562068443,0.5609157310586558,0.7574631866793402
XinZhao,Vayne,1,0.1965072524987842,0.1965072524987842,0.1965072524987842,-0.1965072524987842,0.4965552880337927,0.6930625405325769
Quinn,Jhin,2,0.19643986936086608,0.19643986936086608,0.2741388292213594,-0.19643986936086608,0.42973224778444874,0.6261721171453148
Amumu,Caitlyn,6,0.19640487652259986,0.22318493709508752,0.28229902292809766,0.086277330403707,0.37738419462107653,0.29110686421736953
Blitzcrank,Brand,4,0.19627336012422905,0.1988415789609577,0.227770227390906,0.12126722759234462,0.4753836813691021,0.3541164537767575
Janna,Xerath,3,0.19623875736965343,0.1943328098965013,0.2767923379194773,-0.002032722580494121,0.5036159042876613,0.5056486268681555
Janna,Kassadin,1,0.19616976271787767,0.19616976271787767,0.19616976271787767,-0.19616976271787767,0.4809517022100609,0.6771214649279386
Soraka,Syndra,2,0.19612941820360788,0.19612941820360788,0.28013134280057306,-0.19612941820360788,0.3433271105303678,0.5394565287339756
Leblanc,MissFortune,1,0.19608279690013763,0.19608279690013763,0.19608279690013763,0.19608279690013763,0.48067272771868247,0.28458993081854483
Pyke,Anivia,1,0.19597299911041943,0.19597299911041943,0.19597299911041943,-0.19597299911041943,0.5050709904059412,0.7010439895163606
Maokai,Karthus,8,0.19594829115372103,0.21031332972397995,0.28223947719243564,0.051726233625094604,0.4751912509732639,0.4234650173481693
Ahri,Samira,1,0.19565914396709316,0.19565914396709316,0.19565914396709316,-0.19565914396709316,0.34688272975776524,0.5425418737248584
Senna,KSante,4,0.19551284924290757,0.20374969968869913,0.28190699185485296,0.04442453975781975,0.2946945085517317,0.25026996879391195
Rakan,Akshan,3,0.1953437879342835,0.18881589259448905,0.23263166213140898,0.1953437879342835,0.4109259120316285,0.21558212409734492
Zac,Veigar,1,0.19520732290653603,0.19520732290653603,0.19520732290653603,0.19520732290653603,0.4459105178373279,0.25070319493079185
Ekko,Jhin,3,0.19520178090538232,0.23222947188920068,0.2662431875755042,0.19520178090538232,0.4982233887884407,0.3030216078830584
Zoe,Vayne,3,0.19491730497857365,0.24750055419678252,0.28969067398697324,-0.17024186710896197,0.38291343577866394,0.5531553028876259
Rell,Karthus,20,0.1949084292632985,0.17268088453593144,0.4183621074945712,0.05019055252818294,0.4825629574876654,0.4323724049594825
Nami,Zilean,16,0.19444558574150483,0.157282050730476,0.39871893160981475,-0.07212535574119569,0.4100577548516301,0.4821831105928258
Yuumi,Velkoz,1,0.19442396757267724,0.19442396757267724,0.19442396757267724,-0.19442396757267724,0.2020955170933593,0.39651948466603654
Sona,Kayle,1,0.1941851028599873,0.1941851028599873,0.1941851028599873,-0.1941851028599873,0.36512794243582997,0.5593130452958173
Pyke,Nilah,11,0.19411698519597084,0.1346968371737557,0.3494726952804185,0.09474468829156592,0.45603484248276355,0.3612901541911977
Morgana,Xerath,1,0.1940840932680737,0.1940840932680737,0.1940840932680737,-0.1940840932680737,0.3919988462962866,0.5860829395643603
Ivern,Smolder,4,0.19404083150033713,0.16909443779963734,0.31511962157613294,0.013444627065170953,0.40232603965370506,0.38888141258853415
Zoe,Veigar,2,0.19400061943912153,0.19400061943912153,0.24175783412086893,-0.19400061943912153,0.45076546167627574,0.6447660811153972
Zilean,Lucian,7,0.1938678644353243,0.22918232141727032,0.3161679891708633,0.10721148543979366,0.3601170995033183,0.25290561406352463
LeeSin,Jinx,1,0.19379009968295882,0.19379009968295882,0.19379009968295882,0.19379009968295882,0.42293991025985844,0.22914981057689962
Annie,Jinx,6,0.1936884334368678,0.19020250004167094,0.3519616391286353,0.11842632547826738,0.3713272711498418,0.25290094567157445
Amumu,Katarina,2,0.19363739242219596,0.19363739242219596,0.32583075959186575,0.19363739242219596,0.44489759928339123,0.25126020686119527
Xerath,Vladimir,1,0.19360024103990509,0.19360024103990509,0.19360024103990509,-0.19360024103990509,0.3233111375093373,0.5169113785492424
Nidalee,Ashe,8,0.19359497274357226,0.13638467551328623,0.3691159796201265,-0.08388081292191651,0.4644542601450764,0.5483350730669929
Zoe,MissFortune,8,0.19354880031332122,0.20157690106415208,0.30250330358420446,-0.10133271960552932,0.43300626086608374,0.534338980471613
Nami,Zoe,4,0.1934170848422161,0.1973954804828421,0.2512137984423507,0.08277736391912544,0.36486797278391037,0.2820906088647849
JarvanIV,Draven,1,0.19320017866835565,0.19320017866835565,0.19320017866835565,0.19320017866835565,0.4007021370818086,0.20750195841345292
Maokai,Ziggs,4,0.19309418614240448,0.1384433228498295,0.32415145442052473,0.19309418614240448,0.4718099239860516,0.2787157378436471
Zyra,Swain,2,0.19299689117438898,0.19299689117438898,0.291986967899003,0.12373759590576752,0.3075560478845476,0.18381845197878005
Senna,Chogath,8,0.19290093599880334,0.21851344406289638,0.28054234697555336,-0.012892135952608498,0.2949698087368682,0.3078619446894767
Gragas,Ziggs,2,0.19288785016101626,0.19288785016101626,0.27163637907735017,0.09843566114541738,0.48155744203342454,0.3831217808880072
Shaco,Katarina,1,0.19264598301429853,0.19264598301429853,0.19264598301429853,0.19264598301429853,0.5070572038525488,0.3144112208382503
Lulu,Irelia,3,0.19263202583719163,0.15643669349761838,0.2520198044592129,0.0956028246276283,0.3797886151225658,0.2841857904949375
Riven,Ashe,1,0.19242804041957376,0.19242804041957376,0.19242804041957376,0.19242804041957376,0.36328838608310365,0.1708603456635299
Taric,Vladimir,1,0.192372138851661,0.192372138851661,0.192372138851661,-0.192372138851661,0.41533396957261864,0.6077061084242796
Seraphine,Brand,2,0.1923226193505315,0.1923226193505315,0.2093013499627117,-0.1923226193505315,0.3614768098327228,0.5537994291832542
Seraphine,Samira,7,0.19212734254614114,0.23087961259290685,0.35015857455076826,-0.035990967772240375,0.3369854470306754,0.3729764148029157
Morgana,Yasuo,2,0.19205397431866728,0.19205397431866728,0.22913804460324597,0.19205397431866728,0.38190085495393383,0.18984688063526656
AurelionSol,Ezreal,5,0.19175880174060875,0.2057939429661121,0.2588272301252407,0.1165765714777169,0.618362387607691,0.5017858161299742
Amumu,Karthus,11,0.19175379281474758,0.16561445783721868,0.3457442268105564,0.10387660674641762,0.44395273059861573,0.34007612385219815
Sona,Veigar,17,0.19172735058540913,0.22072036569759962,0.32143416293707316,-0.0014155428122461183,0.3810283294800333,0.38244387229227944
Blitzcrank,Lux,5,0.19168121721488754,0.20244102901748906,0.3131107647106658,0.04208816788343393,0.49919285522802276,0.4571046873445888
JarvanIV,Corki,3,0.19154392915038163,0.16859401191661344,0.3124687964422519,-0.07914792120597268,0.47493868756568963,0.5540866087716624
Nasus,Kaisa,1,0.1910623867366973,0.1910623867366973,0.1910623867366973,-0.1910623867366973,0.4006278495610218,0.5916902362977191
Zilean,Varus,36,0.19099828855484102,0.15261593698386608,0.4058131197220907,-0.08823728619507869,0.3621320104301727,0.4503692966252513
Rammus,Ezreal,2,0.1909939276382577,0.1909939276382577,0.32637807004036457,-0.1909939276382577,0.4937474587277525,0.6847413863660101
Shaco,Tristana,7,0.1908569709773204,0.2305965264749935,0.33369509954861454,-0.10543977968914328,0.5375251735183946,0.6429649532075379
Anivia,Lulu,1,0.1908111134041941,0.1908111134041941,0.1908111134041941,0.1908111134041941,0.42578846341375,0.23497735000955589
Taliyah,Yasuo,1,0.19055481198715968,0.19055481198715968,0.19055481198715968,-0.19055481198715968,0.4262098429562577,0.6167646549434174
Seraphine,Vladimir,2,0.1904575204371834,0.1904575204371834,0.19691293696638404,-0.1904575204371834,0.35080101946866604,0.5412585399058495
Senna,Syndra,8,0.19041527446069303,0.2616543007214345,0.3121421302066798,-0.0352092486865854,0.32224431621206956,0.357453564898655
Seraphine,Karthus,3,0.1902328628425071,0.16475095459874525,0.28267186412946566,0.1277025012314202,0.3623554681393286,0.2346529669079084
Quinn,Nilah,1,0.19022311542996295,0.19022311542996295,0.19022311542996295,-0.19022311542996295,0.3922868237178929,0.5825099391478559
Brand,MissFortune,3,0.19021660780979985,0.10080337139639511,0.3535296223838257,-0.1547930965415858,0.3829427787036108,0.5377358752451966
Shaco,Yasuo,4,0.19018781989198774,0.09889633103866433,0.4103498346749838,0.19018781989198774,0.5519519815817395,0.3617641616897519
Zoe,Twitch,1,0.19017841636714944,0.19017841636714944,0.19017841636714944,-0.19017841636714944,0.39881009027965947,0.5889885066468089
Katarina,Yunara,1,0.18998429715390192,0.18998429715390192,0.18998429715390192,0.18998429715390192,0.29533739002249093,0.10535309286858902
Bard,Pantheon,2,0.1898636356644909,0.1898636356644909,0.2153526398924548,-0.03186125528495484,0.4790297282219268,0.5108909835068817
Hwei,Zyra,1,0.18979547179770312,0.18979547179770312,0.18979547179770312,0.18979547179770312,0.3386961862069986,0.14890071440929548
Ekko,Ezreal,4,0.18965299649009243,0.19618293460037803,0.2903430667878315,0.0682864822510091,0.47917130148901765,0.41088481923800857
Velkoz,Zed,1,0.18929819249376786,0.18929819249376786,0.18929819249376786,0.18929819249376786,0.3889209691970583,0.19962277670329046
Swain,Mel,1,0.18911711894895403,0.18911711894895403,0.18911711894895403,0.18911711894895403,0.3738362193512603,0.1847191004023063
Shen,Smolder,3,0.18911025944945112,0.1981516845383262,0.231009340480789,-0.029627756471847972,0.3687780611927873,0.3984058176646353
Ahri,Camille,1,0.18910645450144425,0.18910645450144425,0.18910645450144425,-0.18910645450144425,0.36416575481530566,0.5532722093167499
Rakan,Naafiri,2,0.1890490244327835,0.1890490244327835,0.21740217990908908,0.1890490244327835,0.4424630204542367,0.2534139960214532
Velkoz,Veigar,8,0.18902343650768597,0.19561613235032088,0.28948756959045036,0.1202382305952069,0.36759803333241686,0.24735980273720995
Zyra,Xayah,4,0.18895594122557197,0.10689600283800915,0.41174711368990424,-0.10899298100187746,0.32091662515292785,0.42990960615480533
Rell,Hwei,10,0.18876801473934587,0.20112167799033326,0.2717983416553397,0.006564971281701457,0.4782763367966131,0.47171136551491166
Nidalee,Yunara,7,0.1886573307746728,0.053734523594270056,0.4540750990258644,-0.032908044492523984,0.44190985226535073,0.4748178967578748
Senna,Kled,1,0.18835472015258986,0.18835472015258986,0.18835472015258986,-0.18835472015258986,0.39730729842126306,0.5856620185738529
MissFortune,Velkoz,1,0.18831608037619985,0.18831608037619985,0.18831608037619985,-0.18831608037619985,0.36938456682371446,0.5577006471999143
Karma,Malzahar,2,0.18823633464731604,0.18823633464731604,0.28148424703772257,-0.11655989048800819,0.47004804513250886,0.586607935620517
Shen,Ziggs,1,0.18798528384502755,0.18798528384502755,0.18798528384502755,-0.18798528384502755,0.4151780970946336,0.6031633809396612
Taric,Ashe,24,0.18790683834486197,0.15383606143877632,0.3361965481832616,-0.05597012437955331,0.3230886773335868,0.37905880171314016
Galio,Smolder,5,0.18789129573206567,0.16225799043816624,0.27661367956871796,-0.02812408586259878,0.44229352891285734,0.47041761477545607
Mel,Sivir,4,0.1877096873503613,0.1846085958937944,0.3472164266782346,0.01584596276932347,0.3850200069057752,0.3691740441364517
Veigar,Karthus,1,0.18761140204261195,0.18761140204261195,0.18761140204261195,0.18761140204261195,0.4082614633524035,0.22065006130979153
Milio,Xayah,16,0.18742040043395133,0.16160146204141806,0.4014707935955413,-0.0325361949267811,0.31251530037741504,0.34505149530419615
Anivia,Vayne,5,0.18738013973353682,0.219262898366538,0.31758478302728205,0.1444065817913514,0.34383752988854194,0.19943094809719053
Syndra,Ezreal,3,0.18734453068069756,0.11886881995300425,0.3117190065706326,0.10809865071202807,0.3842949697056006,0.27619631899357255
Annie,Smolder,4,0.18734015553250324,0.18031042802104724,0.22799956308458816,-0.010083829361394299,0.39971450377902823,0.4097983331404225
Taliyah,Yunara,6,0.18733410211479815,0.11471719283770618,0.3686066986011095,0.02406768522718189,0.4260598150530471,0.40199212982586524
Trundle,Jhin,2,0.1873087581206343,0.1873087581206343,0.32804818242312694,-0.1759242803781158,0.40426393743795097,0.5801882178160668
Rell,Zoe,3,0.18722041350702137,0.23954197228988416,0.2641334471025383,-0.15266177855670263,0.5213128226394551,0.6739746011961577
Bard,Kalista,13,0.18712009089166834,0.1514015840865821,0.4378775858557757,0.02495446532526566,0.4572359090305448,0.4322814437052791
Lulu,Zilean,3,0.18706168684020885,0.17410291988122117,0.23410597181498866,-0.07099307358606143,0.39388151269652316,0.46487458628258455
Velkoz,Twitch,12,0.18677610176300463,0.16060086282618302,0.2705360104406017,-0.05616423630690615,0.3118914490820977,0.36805568538900385
Leona,Heimerdinger,4,0.18676708509458162,0.20364067529049043,0.232553148090394,0.1379375681772762,0.4676561489248477,0.3297185807475715
Zilean,Aphelios,30,0.18676399534256413,0.17350302455243335,0.32879014977782545,-0.013465068121261225,0.3450801961020308,0.35854526422329197
Gragas,Aphelios,1,0.18675513455444184,0.18675513455444184,0.18675513455444184,0.18675513455444184,0.3785202332054421,0.19176509865100025
Poppy,Zeri,4,0.1867484928575108,0.21046303471711958,0.2506685890699482,-0.1867484928575108,0.4676746945705104,0.6544231874280212
Seraphine,Veigar,6,0.18661291066012983,0.20139454219278663,0.2568153506600464,0.05234988253160541,0.362813820620568,0.3104639380889626
Pyke,Velkoz,12,0.18658276191592305,0.15559884636253837,0.37020188108582414,0.0417760640393554,0.555692368432506,0.5139163043931506
Milio,Brand,2,0.18654261275086653,0.18654261275086653,0.21442267842823404,-0.03485008209670935,0.30285891442595736,0.3377089965226667
Ashe,Seraphine,7,0.1865232384610589,0.23230552598407722,0.2546342845358298,-0.031261427889847294,0.3733470657539927,0.40460849364383994
TwistedFate,Nilah,1,0.18647617567909452,0.18647617567909452,0.18647617567909452,0.18647617567909452,0.45149928234187003,0.2650231066627755
Xerath,Taliyah,1,0.18646540691167962,0.18646540691167962,0.18646540691167962,-0.18646540691167962,0.28312546716713055,0.46959087407881017
Sona,Ekko,1,0.18639309475353383,0.18639309475353383,0.18639309475353383,-0.18639309475353383,0.3842413419758385,0.5706344367293723
KSante,Ezreal,3,0.18610022302690146,0.21232455771046693,0.2314391375852508,-0.112928003816041,0.4187798050559442,0.5317078088719852
Zilean,Zeri,18,0.18604932707260485,0.1304175746962591,0.3638901503251982,-0.017890210687581582,0.3653164918295627,0.38320670251714434
Zilean,Mel,13,0.18599849175765934,0.1511747246284414,0.3260826107070126,-0.048117803737974855,0.40361289752471136,0.4517307012626862
Bard,Sion,3,0.18590804447547468,0.13520267455454804,0.26253103707472547,-0.10046915703073721,0.5737059044922564,0.6741750615229937
Pantheon,Velkoz,8,0.18577458928082055,0.15530655451439174,0.2859280782419975,-0.11846224535434566,0.5354810474346273,0.653943292788973
Diana,Yasuo,1,0.18559105804689174,0.18559105804689174,0.18559105804689174,0.18559105804689174,0.44783041400876245,0.2622393559618707
Pantheon,Draven,22,0.18543335955315526,0.18975135925883266,0.31207979384015205,-0.04885376433811451,0.43853731659791734,0.48739108093603184
Elise,Heimerdinger,3,0.18542561347580322,0.17771627736428847,0.28148506560471787,-0.019525894967413582,0.5972835479461018,0.6168094429135155
Hwei,Varus,4,0.1854023211214571,0.17353492483839028,0.2575365708195866,0.10580552605019225,0.31020830580160863,0.2044027797514164
Thresh,Naafiri,1,0.18538356407049,0.18538356407049,0.18538356407049,-0.18538356407049,0.37707300156369966,0.5624565656341897
Renata,Smolder,7,0.18529016319033267,0.1185587030789585,0.36059738879145864,-0.10447746883104381,0.3644772896797369,0.46895475851078067
Velkoz,Sivir,9,0.18513968304955106,0.21552705031781902,0.30292609951537297,-0.09204782528717448,0.3707386970049146,0.46278652229208905
Zilean,Xerath,1,0.1850277777081319,0.1850277777081319,0.1850277777081319,-0.1850277777081319,0.400634240865721,0.5856620185738529
Nami,Heimerdinger,5,0.18500087064460574,0.1843715877006891,0.26394656632235647,0.1575346346101475,0.386749812107491,0.22921517749734352
Nautilus,Viego,4,0.18496829615601504,0.12658087465912168,0.36815340421697806,-0.13248579073754913,0.39241331331034596,0.5248991040478951
Shaco,Jinx,5,0.1848820848597227,0.1356464318597868,0.2997593108893612,-0.0530313565550406,0.5051421564184146,0.5581735129734552
Sylas,XinZhao,1,0.18485611850955003,0.18485611850955003,0.18485611850955003,0.18485611850955003,0.4709266030088796,0.2860704844993296
