ally_utility_champion_name,ally_bottom_champion_name,n,mean_abs_error,median_abs_error,p90_abs_error,mean_signed_error,mean_prediction,mean_actual
Nami,Sona,1,0.4403355393938876,0.4403355393938876,0.4403355393938876,0.4403355393938876,0.45805233123448064,0.017716791840593056
JarvanIV,Singed,1,0.4365998650667436,0.4365998650667436,0.4365998650667436,-0.4365998650667436,0.4951107516428764,0.93171061670962
Twitch,Ziggs,1,0.4337446159988583,0.4337446159988583,0.4337446159988583,-0.4337446159988583,0.5662553840011417,1.0
Kalista,Renata,1,0.43054215051558553,0.43054215051558553,0.43054215051558553,0.43054215051558553,0.43054215051558553,0.0
Lissandra,Jinx,1,0.4275408191299963,0.4275408191299963,0.4275408191299963,-0.4275408191299963,0.39890960944741294,0.8264504285774092
Rakan,Irelia,1,0.4249705525186208,0.4249705525186208,0.4249705525186208,-0.4249705525186208,0.38902568993269127,0.8139962424513121
Maokai,Zed,1,0.42207625725576875,0.42207625725576875,0.42207625725576875,-0.42207625725576875,0.4631701936661738,0.8852464509219425
Anivia,Malzahar,1,0.4207129096031561,0.4207129096031561,0.4207129096031561,0.4207129096031561,0.4207129096031561,0.0
Singed,Jinx,1,0.4199071021428189,0.4199071021428189,0.4199071021428189,-0.4199071021428189,0.4775856253446451,0.897492727487464
Brand,Naafiri,1,0.41169291741387476,0.41169291741387476,0.41169291741387476,-0.41169291741387476,0.39998433001413286,0.8116772474280076
Zilean,Malzahar,1,0.40898611858951256,0.40898611858951256,0.40898611858951256,0.40898611858951256,0.40898611858951256,0.0
Nautilus,Orianna,1,0.4060634848865133,0.4060634848865133,0.4060634848865133,-0.4060634848865133,0.4246207531153184,0.8306842380018317
Soraka,Cassiopeia,1,0.3979851188098638,0.3979851188098638,0.3979851188098638,-0.3979851188098638,0.2625745871578265,0.6605597059676903
Senna,Soraka,1,0.3978634432686077,0.3978634432686077,0.3978634432686077,-0.3978634432686077,0.2811040040488042,0.6789674473174119
Pyke,Soraka,2,0.39600460037782603,0.39600460037782603,0.5194895924008858,-0.15435624002882462,0.45596879062607115,0.6103250306548957
Zed,Ashe,1,0.39407130724391937,0.39407130724391937,0.39407130724391937,0.39407130724391937,0.39407130724391937,0.0
MissFortune,Chogath,1,0.3935980688631652,0.3935980688631652,0.3935980688631652,-0.3935980688631652,0.3177469487293305,0.7113450175924957
Gangplank,Aphelios,1,0.3904187222439546,0.3904187222439546,0.3904187222439546,0.3904187222439546,0.3904187222439546,0.0
Samira,Mel,1,0.38914210727772963,0.38914210727772963,0.38914210727772963,-0.38914210727772963,0.35377806425713626,0.7429201715348659
AurelionSol,Kaisa,1,0.38855149143025314,0.38855149143025314,0.38855149143025314,-0.38855149143025314,0.6114485085697469,1.0
Taliyah,MissFortune,1,0.3856937537298478,0.3856937537298478,0.3856937537298478,-0.3856937537298478,0.43722008617120944,0.8229138399010573
LeeSin,Sylas,1,0.38139681136826653,0.38139681136826653,0.38139681136826653,0.38139681136826653,0.4810476017467272,0.09965079037846068
Elise,Zeri,1,0.3811807751285004,0.3811807751285004,0.3811807751285004,0.3811807751285004,0.4998771883145766,0.11869641318607622
Zyra,Fizz,1,0.38115220789128257,0.38115220789128257,0.38115220789128257,-0.38115220789128257,0.3180743061465541,0.6992265140378366
Zyra,Seraphine,2,0.3778449891808373,0.3778449891808373,0.5211981974805548,-0.17919151037464687,0.335188055685089,0.5143795660597359
RekSai,Veigar,1,0.37654980752757006,0.37654980752757006,0.37654980752757006,0.37654980752757006,0.5076549068495931,0.1311050993220231
Ezreal,Kaisa,1,0.375838567361654,0.375838567361654,0.375838567361654,0.375838567361654,0.375838567361654,0.0
Lux,Zoe,1,0.3744959598312489,0.3744959598312489,0.3744959598312489,-0.3744959598312489,0.3877909084531715,0.7622868682844204
Chogath,Brand,1,0.37351174446239926,0.37351174446239926,0.37351174446239926,0.37351174446239926,0.4922081576484755,0.11869641318607622
Zoe,Syndra,1,0.37153164577005915,0.37153164577005915,0.37153164577005915,0.37153164577005915,0.5076208046970366,0.13608915892697745
Elise,Viktor,1,0.3708846426445831,0.3708846426445831,0.3708846426445831,0.3708846426445831,0.5743601841436332,0.20347554149905014
FiddleSticks,Viktor,1,0.37064961620689896,0.37064961620689896,0.37064961620689896,-0.37064961620689896,0.3929392269035179,0.7635888431104169
TwistedFate,Swain,1,0.36958896317376566,0.36958896317376566,0.36958896317376566,0.36958896317376566,0.5265180897066127,0.15692912653284707
Pyke,Rengar,1,0.3687378947166008,0.3687378947166008,0.3687378947166008,-0.3687378947166008,0.520411190578307,0.8891490852949078
Trundle,Nilah,1,0.3668196490175193,0.3668196490175193,0.3668196490175193,0.3668196490175193,0.44866844853172433,0.08184879951420507
Ivern,Lucian,2,0.36634114354604475,0.36634114354604475,0.5839692345537602,-0.36634114354604475,0.3681095974279888,0.7344507409740335
Lulu,Lux,2,0.3657691645350002,0.3657691645350002,0.470478452403865,-0.13088660983608097,0.39165109089996836,0.5225377007360493
Soraka,Chogath,1,0.36522954094109034,0.36522954094109034,0.36522954094109034,-0.36522954094109034,0.3061696327312606,0.6713991736723509
Bard,Morgana,1,0.36271197702183644,0.36271197702183644,0.36271197702183644,0.36271197702183644,0.563519833611769,0.2008078565899326
