side,n,mean,median,std,q25,q75
blue,8099,0.34184966985930065,0.3333333333333333,0.1672546614803049,0.2,0.42857142857142855
red,8111,0.33643875747808677,0.3333333333333333,0.16593473799663086,0.2,0.42857142857142855
