side,n,mean,median,std,q25,q75
blue,8141,0.3712582109369973,0.375,0.14580028843585582,0.25,0.4444444444444444
red,8142,0.3718696509964012,0.375,0.14548844676290718,0.2857142857142857,0.4444444444444444
