side,n,mean,median,std,q25,q75
blue,14775,0.3744106450045536,0.36363636363636365,0.16739918718532512,0.2727272727272727,0.45454545454545453
red,14775,0.3429699142744828,0.36363636363636365,0.16410987562749974,0.2,0.45454545454545453
