metric,q,value
support_roam_score,0.01,0.0
support_roam_score,0.05,0.09090909090909091
support_roam_score,0.1,0.18181818181818182
support_roam_score,0.25,0.2727272727272727
support_roam_score,0.33,0.2727272727272727
support_roam_score,0.5,0.36363636363636365
support_roam_score,0.66,0.4444444444444444
support_roam_score,0.75,0.45454545454545453
support_roam_score,0.9,0.5555555555555556
support_roam_score,0.95,0.6363636363636364
support_roam_score,0.99,0.75
