target,epoch,train_loss,val_loss,lr,is_best
raw,1,0.14099917625260966,0.05796463533010874,0.0002,True
raw,2,0.05171122014160023,0.03926143908881195,0.0002,True
raw,3,0.03666335636529433,0.03584948149022081,0.0002,True
raw,4,0.0314783480092044,0.03454381705734919,0.0002,True
raw,5,0.028745786377793743,0.033551820156149485,0.0002,True
raw,6,0.027262441695323814,0.03291265440864082,0.0002,True
raw,7,0.02624968959419562,0.032601322604217005,0.0002,True
raw,8,0.025505963556253623,0.032120955842067596,0.0002,True
raw,9,0.02499027890504729,0.03194887549468688,0.0002,True
raw,10,0.024606627352558662,0.03176486622243802,0.0002,True
raw,11,0.024318257724009886,0.03149141401955166,0.0002,True
raw,12,0.02408902550924918,0.03135463032794397,0.0002,True
raw,13,0.02389828186068208,0.03126354294442626,0.0002,True
raw,14,0.023756916861798694,0.03122545087615581,0.0002,True
raw,15,0.023621508396096863,0.031145608726314705,0.0002,True
raw,16,0.02344829549380976,0.031070463664716115,0.0002,True
raw,17,0.023333320106968,0.03113954384906217,0.0002,False
raw,18,0.02323055307527168,0.0310384681336609,0.0002,True
raw,19,0.023132184097981345,0.03099473209797319,0.0002,True
raw,20,0.023045852807630426,0.031100733527220748,0.0002,False
raw,21,0.022917789189760528,0.03102309646038561,0.0002,False
raw,22,0.022846997046222558,0.031056648562334876,0.0002,False
raw,23,0.02276344011778397,0.0311530302962638,0.0002,False
raw,24,0.022646786906969984,0.031182136820558978,0.0002,False
raw,25,0.022570553888942614,0.031167248171593085,0.0001,False
raw,26,0.02236585706528098,0.031228407735015614,0.0001,False
raw,27,0.022295832744499953,0.031228132022324852,0.0001,False
raw,28,0.022236577213344093,0.031245931252937537,0.0001,False
raw,29,0.022217062423533766,0.03133333777586917,0.0001,False
raw,30,0.02211466779414422,0.03144305045534633,0.0001,False
raw,31,0.022097522396048352,0.03136289169209869,5e-05,False
raw,32,0.021967550254398303,0.03138569658892862,5e-05,False
raw,33,0.021933053012826043,0.03150101339782312,5e-05,False
raw,34,0.0218956350450303,0.03153335791332472,5e-05,False
