side,n,mean,median,std,q25,q75
blue,8141,0.30257427132503906,0.2857142857142857,0.18647174800934066,0.14285714285714285,0.42857142857142855
red,8141,0.2665663513900831,0.2857142857142857,0.17807352790976233,0.14285714285714285,0.42857142857142855
