metric,q,value
support_roam_score,0.01,0.0
support_roam_score,0.05,0.0
support_roam_score,0.1,0.0
support_roam_score,0.25,0.14285714285714285
support_roam_score,0.33,0.14285714285714285
support_roam_score,0.5,0.2857142857142857
support_roam_score,0.66,0.3333333333333333
support_roam_score,0.75,0.42857142857142855
support_roam_score,0.9,0.5714285714285714
support_roam_score,0.95,0.5714285714285714
support_roam_score,0.99,0.7142857142857143
